kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(7, 7)",0,OTSU,9,1,50,100,1,1,1575,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(7, 7)",1.0,OTSU,9,1,50,10,1,1,3134,
"(7, 7)",1.0,OTSU,9,1,50,20,1,1,4960,
"(7, 7)",1.0,OTSU,9,1,50,30,1,1,4268,
"(7, 7)",1.0,OTSU,9,1,50,40,1,1,2042,
"(7, 7)",1.0,OTSU,9,1,50,50,1,1,1929,
"(7, 7)",1.0,OTSU,9,1,50,60,1,1,1825,
"(7, 7)",1.0,OTSU,9,1,50,70,1,1,1882,
"(7, 7)",1.0,OTSU,9,1,50,80,1,1,1630,
"(7, 7)",1.0,OTSU,9,1,50,90,1,1,1476,
"(7, 7)",1.0,OTSU,9,1,50,100,1,1,1575,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(7, 7)",2.0,OTSU,9,1,50,10,1,1,3134,
"(7, 7)",2.0,OTSU,9,1,50,20,1,1,4960,
"(7, 7)",2.0,OTSU,9,1,50,30,1,1,4268,
"(7, 7)",2.0,OTSU,9,1,50,40,1,1,2042,
"(7, 7)",2.0,OTSU,9,1,50,50,1,1,1929,
"(7, 7)",2.0,OTSU,9,1,50,60,1,1,1825,
"(7, 7)",2.0,OTSU,9,1,50,70,1,1,1882,
"(7, 7)",2.0,OTSU,9,1,50,80,1,1,1630,
"(7, 7)",2.0,OTSU,9,1,50,90,1,1,1476,
"(7, 7)",2.0,OTSU,9,1,50,100,1,1,1575,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,10,1,1,2790,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,20,1,1,3689,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,30,1,1,3898,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,40,1,1,1559,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,50,1,1,1142,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,60,1,1,1058,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,70,1,1,1064,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,80,1,1,845,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,90,1,1,636,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,50,100,1,1,421,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,10,1,1,1193,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,20,1,1,1520,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,30,1,1,1353,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,40,1,1,750,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,50,1,1,750,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,60,1,1,559,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,70,1,1,516,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,80,1,1,505,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,90,1,1,353,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,50,100,1,1,358,
"(3, 3)",0,OTSU,9,1,60,10,1,1,3174,
"(3, 3)",0,OTSU,9,1,60,20,1,1,4918,
"(3, 3)",0,OTSU,9,1,60,30,1,1,4270,
"(3, 3)",0,OTSU,9,1,60,40,1,1,2173,
"(3, 3)",0,OTSU,9,1,60,50,1,1,1989,
"(3, 3)",0,OTSU,9,1,60,60,1,1,1923,
"(3, 3)",0,OTSU,9,1,60,70,1,1,1922,
"(3, 3)",0,OTSU,9,1,60,80,1,1,1741,
"(3, 3)",0,OTSU,9,1,60,90,1,1,1537,
"(3, 3)",0,OTSU,9,1,60,100,1,1,1585,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(3, 3)",1.0,OTSU,9,1,60,10,1,1,3174,
"(3, 3)",1.0,OTSU,9,1,60,20,1,1,4918,
"(3, 3)",1.0,OTSU,9,1,60,30,1,1,4270,
"(3, 3)",1.0,OTSU,9,1,60,40,1,1,2173,
"(3, 3)",1.0,OTSU,9,1,60,50,1,1,1989,
"(3, 3)",1.0,OTSU,9,1,60,60,1,1,1923,
"(3, 3)",1.0,OTSU,9,1,60,70,1,1,1922,
"(3, 3)",1.0,OTSU,9,1,60,80,1,1,1741,
"(3, 3)",1.0,OTSU,9,1,60,90,1,1,1537,
"(3, 3)",1.0,OTSU,9,1,60,100,1,1,1585,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(3, 3)",2.0,OTSU,9,1,60,10,1,1,3174,
"(3, 3)",2.0,OTSU,9,1,60,20,1,1,4918,
"(3, 3)",2.0,OTSU,9,1,60,30,1,1,4270,
"(3, 3)",2.0,OTSU,9,1,60,40,1,1,2173,
"(3, 3)",2.0,OTSU,9,1,60,50,1,1,1989,
"(3, 3)",2.0,OTSU,9,1,60,60,1,1,1923,
"(3, 3)",2.0,OTSU,9,1,60,70,1,1,1922,
"(3, 3)",2.0,OTSU,9,1,60,80,1,1,1741,
"(3, 3)",2.0,OTSU,9,1,60,90,1,1,1537,
"(3, 3)",2.0,OTSU,9,1,60,100,1,1,1585,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(5, 5)",0,OTSU,9,1,60,10,1,1,3174,
"(5, 5)",0,OTSU,9,1,60,20,1,1,4918,
"(5, 5)",0,OTSU,9,1,60,30,1,1,4270,
"(5, 5)",0,OTSU,9,1,60,40,1,1,2173,
"(5, 5)",0,OTSU,9,1,60,50,1,1,1989,
"(5, 5)",0,OTSU,9,1,60,60,1,1,1923,
"(5, 5)",0,OTSU,9,1,60,70,1,1,1922,
"(5, 5)",0,OTSU,9,1,60,80,1,1,1741,
"(5, 5)",0,OTSU,9,1,60,90,1,1,1537,
"(5, 5)",0,OTSU,9,1,60,100,1,1,1585,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(5, 5)",1.0,OTSU,9,1,60,10,1,1,3174,
"(5, 5)",1.0,OTSU,9,1,60,20,1,1,4918,
"(5, 5)",1.0,OTSU,9,1,60,30,1,1,4270,
"(5, 5)",1.0,OTSU,9,1,60,40,1,1,2173,
"(5, 5)",1.0,OTSU,9,1,60,50,1,1,1989,
"(5, 5)",1.0,OTSU,9,1,60,60,1,1,1923,
"(5, 5)",1.0,OTSU,9,1,60,70,1,1,1922,
"(5, 5)",1.0,OTSU,9,1,60,80,1,1,1741,
"(5, 5)",1.0,OTSU,9,1,60,90,1,1,1537,
"(5, 5)",1.0,OTSU,9,1,60,100,1,1,1585,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(5, 5)",2.0,OTSU,9,1,60,10,1,1,3174,
"(5, 5)",2.0,OTSU,9,1,60,20,1,1,4918,
"(5, 5)",2.0,OTSU,9,1,60,30,1,1,4270,
"(5, 5)",2.0,OTSU,9,1,60,40,1,1,2173,
"(5, 5)",2.0,OTSU,9,1,60,50,1,1,1989,
"(5, 5)",2.0,OTSU,9,1,60,60,1,1,1923,
"(5, 5)",2.0,OTSU,9,1,60,70,1,1,1922,
"(5, 5)",2.0,OTSU,9,1,60,80,1,1,1741,
"(5, 5)",2.0,OTSU,9,1,60,90,1,1,1537,
"(5, 5)",2.0,OTSU,9,1,60,100,1,1,1585,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(7, 7)",0,OTSU,9,1,60,10,1,1,3174,
"(7, 7)",0,OTSU,9,1,60,20,1,1,4918,
"(7, 7)",0,OTSU,9,1,60,30,1,1,4270,
"(7, 7)",0,OTSU,9,1,60,40,1,1,2173,
"(7, 7)",0,OTSU,9,1,60,50,1,1,1989,
"(7, 7)",0,OTSU,9,1,60,60,1,1,1923,
"(7, 7)",0,OTSU,9,1,60,70,1,1,1922,
"(7, 7)",0,OTSU,9,1,60,80,1,1,1741,
"(7, 7)",0,OTSU,9,1,60,90,1,1,1537,
"(7, 7)",0,OTSU,9,1,60,100,1,1,1585,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,50,1,1,883,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,60,1,1,642,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,70,1,1,642,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,80,1,1,588,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,90,1,1,436,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,100,1,1,441,
"(7, 7)",1.0,OTSU,9,1,60,10,1,1,3174,
"(7, 7)",1.0,OTSU,9,1,60,20,1,1,4918,
"(7, 7)",1.0,OTSU,9,1,60,30,1,1,4270,
"(7, 7)",1.0,OTSU,9,1,60,40,1,1,2173,
"(7, 7)",1.0,OTSU,9,1,60,50,1,1,1989,
"(7, 7)",1.0,OTSU,9,1,60,60,1,1,1923,
"(7, 7)",1.0,OTSU,9,1,60,70,1,1,1922,
"(7, 7)",1.0,OTSU,9,1,60,80,1,1,1741,
"(7, 7)",1.0,OTSU,9,1,60,90,1,1,1537,
"(7, 7)",1.0,OTSU,9,1,60,100,1,1,1585,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,10,1,1,2533,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,20,1,1,3656,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,30,1,1,3865,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,40,1,1,1593,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,50,1,1,1288,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,60,1,1,1142,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,70,1,1,1098,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,80,1,1,845,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,90,1,1,636,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,60,100,1,1,421,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,10,1,1,1276,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,20,1,1,1702,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,30,1,1,1535,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,60,40,1,1,883,
